,tickerId,unSymbol,symbol,direction,strikePrice,ask_price,ask_volume,bid_price,bid_volume,expireDate,tradeTime,tradeStamp,volume,close,preClose,open,high,low,delta,vega,gamma,theta,rho,changeRatio,change,weekly,activeLevel,openIntChange
117,1019261835,TSLA,TSLA210401P00670000,put,670,42.65,13,42.30,6,2021-04-01,2021-03-30T19:04:27.377+0000,1617131582037,265,42.38,61.90,69.24,77.18,41.80,-1.0000,0.0000,0.0000,0.0017,-0.0551,-0.3153,-19.52,1,16,-69.0
118,1019683445,TSLA,TSLA210401C00672500,call,672.5,1.97,2,1.92,11,2021-04-01,2021-03-30T19:12:56.161+0000,1617131582710,912,1.94,1.84,1.19,3.80,0.72,0.0000,0.0000,0.0000,0.0000,0.0000,0.0543,0.10,1,17,45.0
119,1019683444,TSLA,TSLA210401P00672500,put,672.5,44.90,5,44.55,3,2021-04-01,2021-03-30T18:37:00.066+0000,1617131581633,103,50.75,63.75,79.81,79.81,45.85,-1.0000,0.0000,0.0000,0.0018,-0.0553,-0.2039,-13.00,1,17,-25.0
120,1019532347,TSLA,TSLA210401C00675000,call,675,1.75,4,1.70,29,2021-04-01,2021-03-30T19:13:00.589+0000,1617131581606,4270,1.75,1.60,1.04,3.50,0.67,0.0000,0.0000,0.0000,0.0000,0.0000,0.0938,0.15,1,18,749.0
121,1019532349,TSLA,TSLA210401P00675000,put,675,47.20,12,46.80,14,2021-04-01,2021-03-30T19:12:48.087+0000,1617131582458,150,47.11,65.00,74.00,81.80,46.22,-1.0000,0.0000,0.0000,0.0018,-0.0555,-0.2752,-17.89,1,18,-13.0
122,1019683447,TSLA,TSLA210401C00677500,call,677.5,1.56,1,1.52,13,2021-04-01,2021-03-30T19:12:32.759+0000,1617131581746,759,1.60,1.49,0.95,3.00,0.61,0.0000,0.0000,0.0000,0.0000,0.0000,0.0738,0.11,1,19,158.0
123,1019683446,TSLA,TSLA210401P00677500,put,677.5,49.50,4,49.15,2,2021-04-01,2021-03-30T18:57:52.945+0000,1617131581633,25,51.50,65.95,80.65,80.65,51.50,-1.0000,0.0000,0.0000,0.0018,-0.0557,-0.2191,-14.45,1,19,-62.0
124,1019261836,TSLA,TSLA210401C00680000,call,680,1.39,1,1.35,13,2021-04-01,2021-03-30T19:12:58.846+0000,1617131581493,5866,1.32,1.32,0.92,2.87,0.56,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,1,20,881.0
125,1019261834,TSLA,TSLA210401P00680000,put,680,51.85,13,51.45,8,2021-04-01,2021-03-30T19:09:08.814+0000,1617131582660,200,50.40,68.30,81.21,88.57,50.40,-1.0000,0.0000,0.0000,0.0018,-0.0559,-0.2621,-17.90,1,20,-116.0
126,1019683443,TSLA,TSLA210401C00682500,call,682.5,1.24,5,1.21,1,2021-04-01,2021-03-30T19:12:45.564+0000,1617131581361,639,1.21,1.24,0.84,2.60,0.52,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0242,-0.03,1,21,157.0
127,1019683442,TSLA,TSLA210401P00682500,put,682.5,54.20,14,53.80,8,2021-04-01,2021-03-30T19:10:54.141+0000,1617131582867,28,53.70,71.65,83.64,83.64,53.70,-1.0000,0.0000,0.0000,0.0018,-0.0561,-0.2505,-17.95,1,21,-12.0
